description,location,title,salary_is_predicted,__CLASS__,id,redirect_url,adref,category,created,company,longitude,latitude,contract_time,salary_min,salary_max,contract_type
"Als unabhängige, internationale Managementberatung begegnen wir täglich spannenden Aufgaben und Kunden. Durch individuelle Stärken und Talente sowie umfassende Expertise wachsen wir über uns hinaus. Wir nehmen Herausforderungen an – als Team auf Augenhöhe. Freundschaftlich und mit Humor. Successfully together! That's Horváth. Praktikum. Weiter gedacht. Du bist nicht nur Teil unseres Teams, sondern startest auch direkt inhaltlich in unseren anspruchsvollen Entwicklungsprojekten und Lösungen im S…","{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Praktikum als Fellow Consultant (w/m/d) Steering Lab - Schwerpunkt Data Science,0,Adzuna::API::Response::Job,5220848298,https://www.adzuna.de/land/ad/5220848298?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=FB41CF4DC95E40ED33DD6B75B0D240873738767D,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MjIwODQ4Mjk4In0.00qVQztmoDCiSBbmHrpRFxAF0VNqS4pvrqqZRfUtmio,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",2025-05-28T23:30:13Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Horváth'}",,,,,,
"IQVIA TM – The Human Data Science Company TM – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life-Science-Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werden Sie Teil unserer Community  von rund 90.000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Pot…","{'area': ['Deutschland', 'Sachsen', 'Leipzig (Kreis)', 'Leipzig'], 'display_name': 'Leipzig, Leipzig (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Payroll Spezialist / Mitarbeiter in der Entgeltabrechnung (m/w/d) Pharma & Healthcare,0,Adzuna::API::Response::Job,5255325434,https://www.adzuna.de/land/ad/5255325434?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=AC3AAF5479CA0DE43402C917A9D706779331E1A1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MjU1MzI1NDM0In0.YEQ51UiUdJY4HTLAyeKqN83cEx7I9bkjvLOYrIyMkn8,"{'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs'}",2025-06-17T20:34:22Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IQVIA Commercial GmbH & Co. OHG'}",12.373598,51.339254,,,,
"Wir übernehmen Verantwortung für das nachhaltige Management von Energie und Wasser und leisten damit unseren Beitrag zur Energiewende. Durch Data Science machen wir Daten zu nutzbaren Informationen und helfen unseren Kunden, neue zukunftsfähige Geschäftsfelder in der Energiebranche zu erschließen. Der Geschäftsbereich Digital Platform Services konzentriert sich auf den Aufbau eines IT Service- und Cybersecurity-Portfolios sowie die Entwicklung und Bereitstellung einer sicheren digitalen Plattfo…","{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Ettlingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ettlingen, Karlsruhe (Kreis)'}",Lead Architect – IT Platform (m/w/d),0,Adzuna::API::Response::Job,5221182461,https://www.adzuna.de/land/ad/5221182461?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=D6F5C5161B2AD73C891099CCFA64CD9F528A7295,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyMTE4MjQ2MSIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.BKfdQ9R2TiWhh8NNzELTmwmzvTBksQ2zmchgvQE3ZpA,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",2025-05-29T07:49:20Z,"{'display_name': 'VIVAVIS AG', '__CLASS__': 'Adzuna::API::Response::Company'}",8.40934,48.943,,,,
"Zu besetzen ab: 01.09.2025 Dein Arbeitsumfeld Wir bei MAN Truck & Bus sind Teil eines starken internationalen Teams und einer der führenden europäischen Nutzfahrzeughersteller und Anbieter von Transportlösungen. Zusammen mit den Marken Scania, Volkswagen Truck & Bus und International gehören wir zur TRATON GROUP. Als Teil dieses Verbundes stehen wir vor großen Herausforderungen: Unsere Fahrzeuge werden immer autonomer und vernetzter, um emissionsärmer unterwegs zu sein. Dafür arbeiten wir an na…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",Thesisverfasser im Bereich Flottenanalyse Nutzung elektrische Fahrzeuge (w/m/d),0,Adzuna::API::Response::Job,5255169309,https://www.adzuna.de/land/ad/5255169309?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=7CD49B1938B611471D031080679BC7B1B36E81BF,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MjU1MTY5MzA5In0.VLM5kRJJC7N5lBU4e1CdpXpnh23y9Bf1o7bN8l4XvP0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-06-17T20:17:41Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MAN Truck & Bus Group'}",11.555737,48.137418,,,,
"Du brennst für Data Science, Machine Learning und Large Language Models und möchtest Dein Wissen in die Praxis umsetzen? Dann bist Du bei CHECK24 genau richtig! In unserer internen BI- und Data-Science-Community arbeiten wir standortübergreifend zusammen, um das bestmögliche Kundenerlebnis zu schaffen und unsere Vergleichsplattform kontinuierlich zu optimieren. Wir suchen Dich als Data-Science-Talent mit einem exzellenten Hochschulabschluss in Data Science, Statistik, Mathematik, Informatik ode…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}",(Senior) Data Scientist (m/w/d) InsurTech,0,Adzuna::API::Response::Job,5169955957,https://www.adzuna.de/land/ad/5169955957?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=E677514D6EDD1617B44BF920A497677AD1112E70,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MTY5OTU1OTU3In0._VEF-DjBX975BAbGkk9v7ywYiK-MFb6aS7ueZhrw03w,"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",2025-04-30T07:14:06Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'CHECK24'}",9.987297,53.557429,,,,
"Als Studierender (m/w/x) arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst Dir ideale Voraussetzungen für Deine spätere Karriere. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist. All das wird getragen von der besonderen Eigentümerstruktur und dem langfristigen Ziel der Carl-Zeiss-Stiftung: Wissenschaft und Gesellsch…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}",Praktikum technische Zuverlässigkeit und Fielddatascience (m/w/x),0,Adzuna::API::Response::Job,5255329339,https://www.adzuna.de/land/ad/5255329339?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=71987DA33BE36759ECA8450F0519A32A5702BB65,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTMyOTMzOSIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.4-j_8VHnyS2VZE-tdiENYMyPFZIHxESEdUme4XDKi2s,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",2025-06-17T20:37:30Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",10.10558,48.78408,,,,
"Bei EY setzen wir alles daran, dass die Welt besser funktioniert. Dafür hinterfragen wir täglich den Status quo und suchen schon heute die Antworten von morgen. Stillstand? Keine Option. Wandel? Sehen wir als Chance und Treiber für Innovation. Wenn du auch so tickst, dann bist du bei uns genau richtig. Wir suchen Macher:innen, die Unternehmen, Entrepreneuren, Privatpersonen und der öffentlichen Hand helfen, über sich hinaus zu wachsen. Das erfordert Zusammenarbeit auf Augenhöhe und das Verlasse…","{'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Eschborn, Main-Taunus-Kreis'}",Praktikant Data Science im Bereich prüfungsnahe Beratung / Quants (Financial Services) (w/m/d),0,Adzuna::API::Response::Job,5197159587,https://www.adzuna.de/land/ad/5197159587?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=AADA4988ABFD760FD44321CA23706DD19F56CC93,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE5NzE1OTU4NyIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.tP4xNv43HToUUehIg51HlkG9RCcvuff-RlzamCfJtvE,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-05-13T22:23:31Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'EY Deutschland'}",,,,,,
"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln? Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder Energy and Building Technology - mit uns verbessern Sie die Lebensqualität der Menschen auf der ganzen Welt. Willkommen bei Bosch. Die Robert Bosch Elektronik GmbH freut sich auf Ihre Bewerbung! Anstellungsart: Befristet Arbeitszeit: Vollzeit Arbeitsort: Salzgitter Aufgaben Du suchst ein Praktikum in einem dynamischen Fertigungsbereich der E…","{'display_name': 'Salzgitter, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Salzgitter']}","Pflichtpraktikum im Bereich ""Final Assembly""",0,Adzuna::API::Response::Job,5255834704,https://www.adzuna.de/land/ad/5255834704?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=956A857973E60D516164A636FFC2C9B755C120B6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MjU1ODM0NzA0In0.NglqDLLNykdCCpcXpAu2iqaCntp_v4OJadIyX33Ihq8,"{'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-18T08:09:14Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bosch Gruppe'}",10.373516,52.120502,,,,
"Munich Data Science Institute (MDSI) Technische Universität MünchenTUM - Logo IT Systems Administrator (m/f/d) at Munich Data Science Institute The Munich Data Science Institute (MDSI) is an integrative research institute at the Technical University of Munich (TUM). It is interdisciplinary and cross-departmental in the fields of data science, machine learning, and artificial intelligence. The institute acts as a facilitator and multiplier of state-of-the-art data science practices, technologies…","{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altstadt-Lehel, München'}",IT Systems Administrator (m/f/d) at Munich Data Science Institute,0,Adzuna::API::Response::Job,5219266918,https://www.adzuna.de/land/ad/5219266918?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=D10C28FD5905112EFA191188E580ED5C4325D69D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxOTI2NjkxOCIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.8K5eAHZETo_NwDGIlGk8pfP0favWLxoIF2Hinp46OUY,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",2025-05-28T02:27:57Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Technische Universität München '}",11.56907,48.14093,,,,
"Künstliche Intelligenz ist die Zukunfts- und Schlüsseltechnologie und befähigt uns, die Herausforderungen der nächsten Jahrzehnte zu lösen. Nur wenn die deutsche Wirtschaft eine führende Position in der Wertschöpfung im Bereich KI schafft, kann sie ihre Wettbewerbsfähigkeit halten und nachhaltige und ethische Werte aktiv gestalten. Durch die Zusammenarbeit im Ökosystem gelingt diese Transformation – durch die Bündelung von Ressourcen. IPAI will diese Plattform darstellen. Wir bringen die Wertsc…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Heilbronn, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn']}",(Senior) Partner Manager IPAI (m/w/d),0,Adzuna::API::Response::Job,5234826823,https://www.adzuna.de/land/ad/5234826823?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=5CBECF34835745A11DF7C93C155D5F564C99CB19,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNDgyNjgyMyIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.Yzk0vGN-GW1DN5L75EweEAgCKTnhNw22J48SezjPNM8,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",2025-06-05T20:09:54Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",9.209895,49.142335,,,,
"Aufgaben Profil Wir bieten Willkommen in der Harzsparkasse! Die Harzsparkasse zeichnet sich durch eine tiefe Verbundenheit zur Region aus und legt großen Wert darauf, lokale Gemeinschaften zu stärken und zu unterstützen. Sie haben ein gutes Gespür für Zahlen, erkennen Trends in Daten und möchten Ihre Stärken dort einbringen, wo sie wirklich etwas bewegen? Dann sind Sie bei uns genau richtig! Zur Verstärkung unseres Teams suchen wir eine engagierte Persönlichkeit, die das Vertriebscontrolling mi…","{'area': ['Deutschland', 'Sachsen-Anhalt', 'Harz (Kreis)', 'Wernigerode'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wernigerode, Harz (Kreis)'}",Vertriebsdatenmanager (m/w/d),0,Adzuna::API::Response::Job,5223672573,https://www.adzuna.de/land/ad/5223672573?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=53F958EB7C1309A0799A1DEB56D04B8F4E484D60,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyMzY3MjU3MyIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.b3ZyNPuxCANHf4QK3UyJ6ybxbf4toPx52odPD19cY2Y,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-05-30T19:47:57Z,"{'display_name': 'Harzsparkasse', '__CLASS__': 'Adzuna::API::Response::Company'}",10.79078,51.83828,,,,
"Mit über 110.000 Mitarbeitenden in 130 Ländern streben wir danach, einer der Top-5-Kontraktlogistikanbieter zu werden. Wir wachsen stetig – bist Du bereit, mit uns zu wachsen? Unsere Mitarbeitenden sind unser Erfolgsfaktor. Wir fördern ein Arbeitsumfeld, das persönliche Entwicklung und Innovation unterstützt. Für unseren Standort in Frankfurt am Main suchen wir zum nächstmöglichen Zeitpunkt Dich als: HRIS-Expert / Manager – SAP SuccessFactors (m⁠/⁠w⁠/⁠d) Aufgaben Leitung der digitalen HR-Transf…","{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location'}",Wirtschaftsinformatiker / Informatiker als HRIS-Expert / Manager – SAP SuccessFactors (m/w/d),0,Adzuna::API::Response::Job,5246908487,https://www.adzuna.de/land/ad/5246908487?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=D9A7A5B20D0AD02362385393B014F90CA79098BA,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MjQ2OTA4NDg3In0.hhOYSVaxug15N93G_G6rd6hCeKcoO5dovRW2Z7ldWpA,"{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-12T20:09:22Z,"{'display_name': 'CEVA Logistics GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",8.650578,50.129683,,,,
"Unsere Ideen, die Dein Leben leichter machen: Seit 65 Jahren gehört die Leifheit AG zu den führenden Anbietern von Haushaltswaren in Europa. Mit den Marken Leifheit und Soehnle, zwei der bekanntesten Marken Deutschlands, möchten wir das Leben von Verbrauchern erleichtern. Unsere Geschäftsbereiche sind Reinigung, Wäschepflege, Küchenhelfer, Personen- und Küchenwagen – dabei begeistern wir durch hochwertige und innovative Produkte mit überlegenem Gebrauchsnutzen und funktionalem Design. Rund 1.10…","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Siegen-Wittgenstein (Kreis)', 'Siegen', 'Seelbach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Seelbach, Siegen'}",Master Data & Process Architect (m/w/d),0,Adzuna::API::Response::Job,5253437689,https://www.adzuna.de/land/ad/5253437689?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=E9F7870BDE539F28C189043580718AE767B83749,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1MzQzNzY4OSIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.Sv7l4I6-46u5bedt9nMIWc3R7-DzPNBIKtL1Fm5ws-Y,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",2025-06-16T20:06:42Z,"{'display_name': 'LEIFHEIT AG', '__CLASS__': 'Adzuna::API::Response::Company'}",7.96497,50.88299,,,,
"Willst du wissen, was Unternehmen erfolgreich macht? Direkt mit Entscheidern am Tisch sitzen? Unmittelbar erleben, was dein Können bewirkt? Gemeinsam mit dir bringt RSM Ebner Stolz den Mittelstand voran - in Wirtschaftsprüfung, Steuer-, Rechts- und Unternehmensberatung. Mit über 2.700 Mitarbeitenden sind wir deutschlandweit präsent, weltweit an mehr als 820 Standorten unseres internationalen RSM-Netzwerks vertreten. Unser Erfolg lebt von starken Menschen mit Ecken und Kanten. Deshalb stehen wir…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",Duales Studium Wirtschaftsinformatik Data Science (B.Sc.) - Start Oktober 2025 (m/w/d),0,Adzuna::API::Response::Job,5237444281,https://www.adzuna.de/land/ad/5237444281?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=04D77F590583C79DB44421B161BAD8DF0812C1C0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MjM3NDQ0MjgxIn0.Lw5rIv6cUL1xXDF7wjOoDNXX4eaN6iMsHM1nyM4V04U,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",2025-06-07T01:56:22Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'RSM Ebner Stolz'}",,,,,,
"Über Gerresheimer Gerresheimer ist als innovativer System- und Lösungsanbieter der globale Partner der Pharma-, Biotech- und Kosmetikindustrie. Das Unternehmen bietet ein umfassendes Portfolio an pharmazeutischen Primärverpackungen, Verabreichungssystemen für Medikamente und digitalen Lösungen. Gerresheimer sorgt dafür, dass Medikamente sicher zum Patienten gelangen und zuverlässig verabreicht werden können. Mit rund 13.400 Mitarbeitenden, und über 40 Produktionsstandorten in 16 Ländern in Euro…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pfreimd, Schwandorf (Kreis)', 'area': ['Deutschland', 'Bayern', 'Schwandorf (Kreis)', 'Pfreimd']}",Duales Studium mit vertiefter Praxis: Bachelor of Science Künstliche Intelligenz und Data Science (m/w/d),0,Adzuna::API::Response::Job,5242909853,https://www.adzuna.de/land/ad/5242909853?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=768F7BF0CB26B9217ACE26E9A70F4211333E08A5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0MjkwOTg1MyIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.Kv1Z9R5FughIDDpOJpNCtR36aIlSodfsGr9fFxFB69g,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",2025-06-10T19:33:21Z,"{'display_name': 'Gerresheimer AG', '__CLASS__': 'Adzuna::API::Response::Company'}",12.17958,49.49349,full_time,,,
"IQVIA TM – The Human Data Science Company TM – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life-Science-Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werde Teil unserer Community  von rund 90.000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Potenzia…","{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location'}",Senior Analytics Insight Specialist (m/w/d),0,Adzuna::API::Response::Job,5255329976,https://www.adzuna.de/land/ad/5255329976?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=3D3AC8CA15909798AA3031A47386020BCB90C4B6,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTMyOTk3NiIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.7K5OHxTaS3bk1m0jb4rKWxILRiutup1E5uQdfkFIaDc,"{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-17T20:37:43Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IQVIA Commercial GmbH & Co. OHG'}",8.650578,50.129683,,,,
"Über das Unternehmen Unser Mandant ist eine etablierte, innovationsgetriebene Unternehmensberatung, die führende Unternehmen bei der digitalen und datengetriebenen Transformation begleitet. Über die Rolle Im Zuge des weiteren Wachstums suchen wir eine erfahrene Führungspersönlichkeit mit tiefem technischen Verständnis und strategischem Weitblick im Bereich KI und Generative AI. Verantwortlichkeiten Team Leadership mit Impact: Du übernimmst die disziplinarische Führung eines rund zehnköpfigen Te…","{'area': ['Deutschland', 'Bayern'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bayern, Deutschland'}",Lead Consultant – Generative AI & Data Science (m/w/d),0,Adzuna::API::Response::Job,5247970504,https://www.adzuna.de/land/ad/5247970504?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=380F54E5E82935CD0550E77B1BB25463A53904CF,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0Nzk3MDUwNCIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.Go46NOZwBU9TAuikB_G7RTYQ8ugmqQth7W2iJCfnpb8,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",2025-06-13T08:26:46Z,"{'display_name': 'Venquis', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,,,
"Das ATLAS-Labor (A-LAB) für Studierende und Promovenden beschäftigt sich mit maritimen Technologien von Morgen. In einem Team aus jungen motivierten Mitarbeiterinnen und Mitarbeitern bekommen Sie die Chance, durch Unterstützung und in enger Abstimmung mit unseren Experten, Ihr Forschungs- und Entwicklungsthema voran zu treiben. ATLAS ELEKTRONIK ist ein Unternehmen der thyssenkrupp AG und steht für maritime Sicherheit. Seit Jahrzehnten unterstützen wir als führendes Systemhaus für maritime Elekt…","{'area': ['Deutschland', 'Bremen'], 'display_name': 'Bremen, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Abschlussarbeit: Identifikation und Benchmarking von Suchalgorithmen in maritimer Simulationsumgebung (m/w/d),0,Adzuna::API::Response::Job,5240302085,https://www.adzuna.de/land/ad/5240302085?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=1FD17CACBD6EA71B1CD722015B267E80AF8D46FE,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVktzLVk3Qk44Qkd1ckxoOVFNTmJUdyIsImkiOiI1MjQwMzAyMDg1In0.wnN3Y1AyLNAvWq3YGUyfb9Wq_DxYRw3BrevSkqiiGTs,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",2025-06-08T20:02:08Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ATLAS ELEKTRONIK GmbH'}",8.786477,53.10403,,,,
"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitarbeitenden von ZEISS arbeiten in einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten. Unsere Kul…","{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], 'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location'}",Praktikum im Bereich digitale Knowledge Plattform des globalen Service Teams (m/w/x),0,Adzuna::API::Response::Job,5224404669,https://www.adzuna.de/land/ad/5224404669?se=VKs-Y7BN8BGurLh9QMNbTw&utm_medium=api&utm_source=a4bcf954&v=3CD87B79B3CE046035A22E3E79240AF8D970255F,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNDQwNDY2OSIsInMiOiJWS3MtWTdCTjhCR3VyTGg5UU1OYlR3In0.yTFHs5FxDi9luWK_GkCepH7eHbSKOETaFF2H6J8a_8s,"{'label': 'Kundendienststellen', 'tag': 'customer-services-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-05-31T07:46:41Z,"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",10.10558,48.78408,,,,
